BillingId,ProductId,SubProductId,PrimaryTerritory,SecondaryTerritory
1285644,1,0,100429,
1286191,1,0,100823,
1286281,1,0,103974,
1287631,1,0,100424,
1287701,1,0,103974,
1288044,1,0,100424,
1288121,1,0,103974,
1288541,1,0,100429,
1291274,1,0,100424,
1291301,1,0,100424,
1293894,1,0,103974,
1294221,1,0,,102866
1294331,1,0,103974,
1296491,1,0,100429,
1296661,1,0,100424,
1297041,1,0,100429,
1298431,1,0,,103294
1299871,1,0,100424,
1301971,1,0,100429,
1304461,1,0,103974,
1305811,1,0,100429,
1305991,1,0,100429,
1306051,1,0,100429,
1309421,1,0,100429,
1309791,1,0,100429,
1311781,1,0,100429,
1311881,1,0,100429,
1312084,1,0,103974,
1313481,1,0,100429,
1313781,1,0,103974,
1314491,1,0,102505,
1314871,1,0,100429,
1315631,1,0,100424,
1315711,1,0,100424,
1316821,1,0,100429,
1318761,1,0,100429,
1320701,1,0,100429,
1323635,1,0,103974,
1323794,1,0,100424,
1325374,1,0,100424,
1325694,1,0,100429,
1326195,1,0,100429,
1326585,1,0,103974,
1327354,1,0,100429,
1327394,1,0,102505,
1327954,1,0,100429,
1328024,1,0,103974,
1330864,1,0,100424,
1330924,1,0,103974,
1334784,1,0,100429,
1334964,1,0,100429,
1335745,1,0,100429,
1336054,1,0,103974,
1336534,1,0,100424,
1340545,1,0,100277,
1341944,1,0,102505,
1342175,1,0,100429,
1344425,1,0,103974,
1344695,1,0,100429,
1348335,1,0,103974,
1348464,1,0,100429,
1348785,1,0,100385,
1349155,1,0,100429,
1349904,1,0,100429,
1350415,1,0,100424,
1350614,1,0,100429,
1351155,1,0,107950,
1351225,1,0,100970,UNASSIGN
1351945,1,0,100429,
1352125,1,0,103974,
1354875,1,0,100823,
1355815,1,0,100429,
1358895,1,0,100429,
1359945,1,0,100429,
1361565,1,0,100424,
1362365,1,0,100424,
1365835,1,0,100429,
1367015,1,0,100429,
1367785,1,0,100429,
1368485,1,0,100823,
1369505,1,0,100424,
1370944,1,0,103974,
1371195,1,0,,102873
1371275,1,0,103974,
1371525,1,0,100429,
1373545,1,0,100429,
1373605,1,0,103974,
1373994,1,0,100429,
1375454,1,0,100429,
1375655,1,0,100424,
1377564,1,0,100429,
1377714,1,0,100429,
1379104,1,0,103974,
1379654,1,0,100429,
1379934,1,0,100333,
1381044,1,0,103974,
1381255,1,0,100429,
1381555,1,0,100429,
1385435,1,0,100429,
1386034,1,0,100429,
1386654,1,0,100429,
1388474,1,0,100429,
1389165,1,0,103974,
1391654,1,0,103974,
1392950,1,0,100429,
1393055,1,0,100429,
1394264,1,0,103974,
1394335,1,0,100429,
1395405,1,0,100424,
1395445,1,0,100429,
1395754,1,0,103974,
1395884,1,0,100429,
1396145,1,0,100429,
1396165,1,0,103974,
1396330,1,0,103974,
1396700,1,0,100429,
1397024,1,0,100429,
1400165,1,0,100429,
1400395,1,0,100429,
1400724,1,0,100424,
1400874,1,0,100424,
1401280,1,0,100823,
1401955,1,0,100424,
1401975,1,0,100424,
1402965,1,0,100429,
1403390,1,0,100429,
1405044,1,0,100429,
1405635,1,0,100429,
1405815,1,0,107951,
1406304,1,0,100424,
1407080,1,0,100429,
1407765,1,0,100822,
1407844,1,0,100429,
1408124,1,0,100429,
1408855,1,0,109000,
1409475,1,0,100424,
1409814,1,0,100429,
1410130,1,0,100429,
1411915,1,0,100424,
1412034,1,0,100385,
1412335,1,0,100424,
1414120,1,0,100429,
1414864,1,0,100429,
1415434,1,0,100429,
1415704,1,0,,103284
1415710,1,0,100823,
1416125,1,0,100424,
1416190,1,0,100424,
1416415,1,0,100429,
1416865,1,0,100424,
1417945,1,0,100429,
1418414,1,0,100429,
1418850,1,0,100429,
1419045,1,0,100429,
1419140,1,0,103974,
1419154,1,0,,103284
1420180,1,0,100429,
1420264,1,0,100429,
1420505,1,0,100823,
1420535,1,0,100429,
1422270,1,0,100823,
1422564,1,0,100424,
1422920,1,0,103974,
1423320,1,0,107951,
1423500,1,0,100429,
1424534,1,0,,102867
1424750,1,0,100424,
1425994,1,0,100424,
1426710,1,0,100429,
1428514,1,0,100429,
1428600,1,0,100429,
1433074,1,0,100429,
1433304,1,0,100424,
1433354,1,0,103974,
1434430,1,0,100429,
1435484,1,0,100429,
1435894,1,0,100424,
1436584,1,0,100424,
1438534,1,0,100429,
1438680,1,0,102505,
1439694,1,0,100429,
1440064,1,0,100433,
1441520,1,0,103974,
1441664,1,0,100822,
1444080,1,0,100424,
1444100,1,0,100429,
1444724,1,0,100429,
1445430,1,0,100429,
1445480,1,0,100424,
1446780,1,0,100424,
1446964,1,0,100429,
1448714,1,0,100429,
1448744,1,0,100429,
1449854,1,0,100429,
1450594,1,0,102505,
1450774,1,0,100424,
1451070,1,0,100429,
1453110,1,0,102524,
1454170,1,0,100429,
1454624,1,0,100429,
1455664,1,0,100429,
1456744,1,0,100429,
1459120,1,0,100429,
1459664,1,0,100424,
1459760,1,0,100429,
1460400,1,0,103974,
1461320,1,0,100429,
1463564,1,0,100429,
1466430,1,0,100424,
1467797,1,0,100424,
1468597,1,0,100424,
1468634,1,0,100424,
1469370,1,0,102505,
1469954,1,0,107951,
1470050,1,0,100424,
1470234,1,0,100429,
1470507,1,0,100424,
1471197,1,0,100426,
1471377,1,0,100429,
1473470,1,0,100429,
1474014,1,0,100429,
1474244,1,0,100426,
1475270,1,0,102505,
1475520,1,0,100335,
1477820,1,0,100823,
1478360,1,0,100424,
1480495,1,0,100429,
1481085,1,0,100424,
1481374,1,0,100429,
1481814,1,0,100429,
1482685,1,0,100429,
1483095,1,0,100429,
1483145,1,0,100424,
1484214,1,0,100429,
1484535,1,0,100429,
1484994,1,0,,102873
1485205,1,0,100424,
1485430,1,0,103974,
1486154,1,0,100429,
1486710,1,0,100429,
1487175,1,0,100424,
1488685,1,0,100429,
1488735,1,0,102525,
1489180,1,0,103974,
1489190,1,0,103974,
1489394,1,0,108099,
1489394,1,0,108099,
1491720,1,0,100424,
1492770,1,0,100429,
1493564,1,0,100424,
1494024,1,0,100429,
1495374,1,0,100823,
1496060,1,0,100429,
1496385,1,0,100429,
1496845,1,0,107951,
1497305,1,0,103974,
1497465,1,0,100424,
1498220,1,0,100429,
1498444,1,0,100429,
1498960,1,0,100429,
1499254,1,0,100429,
1501645,1,0,100429,
1501685,1,0,100429,
1502694,1,0,100424,
1503800,1,0,100429,
1504210,1,0,100424,
1504454,1,0,100429,
1508375,1,0,100429,
1510245,1,0,100424,
1512675,1,0,100424,
1513050,1,0,100424,
1514855,1,0,100822,
1516785,1,0,100424,
1516885,1,0,103974,
1517896,1,0,109000,
1518892,1,0,107570,
1520776,1,0,101325,
1521245,1,0,100424,
1521965,1,0,100429,
1523515,1,0,100424,
1524076,1,0,109000,
1524745,1,0,100429,
1526506,1,0,100426,
1526675,1,0,100424,
1526836,1,0,100424,
1526935,1,0,109000,
1529896,1,0,100424,
1534236,1,0,102525,
1534245,1,0,100424,
1534596,1,0,100424,
1535185,1,0,100429,
1535466,1,0,100822,
1537785,1,0,109000,
1537855,1,0,100424,
1539326,1,0,100424,
1539965,1,0,100429,
1541446,1,0,102505,
1542916,1,0,100429,
1543886,1,0,100429,
1545625,1,0,100424,
1548985,1,0,100429,
1549385,1,0,100822,
1549486,1,0,107950,
1551146,1,0,107950,
1552306,1,0,102505,
1553825,1,0,,103284
1553956,1,0,100425,
1557285,1,0,100429,
1558645,1,0,100424,
1558655,1,0,100429,
1560806,1,0,102524,
1562606,1,0,102505,
1564666,1,0,,UNASSIGN
1564796,1,0,,UNASSIGN
1564816,1,0,,UNASSIGN
1565566,1,0,100425,
1566325,1,0,100424,
1566696,1,0,,UNASSIGN
1567475,1,0,100429,
1568315,1,0,100429,
1568646,1,0,100432,
1569165,1,0,102505,
1571825,1,0,100432,
1572726,1,0,,UNASSIGN
1573136,1,0,,UNASSIGN
1574956,1,0,100429,
1575126,1,0,100424,
1575166,1,0,100424,
1579241,1,0,100426,
1579251,1,0,100426,
1579276,1,0,100426,
1579311,1,0,100426,
1579386,1,0,,UNASSIGN
1579451,1,0,100426,
1579591,1,0,103974,
1581475,1,0,100424,
1581941,1,0,100822,
1582185,1,0,100429,
1583786,1,0,,UNASSIGN
1583846,1,0,100425,
1583856,1,0,100429,
1584606,1,0,100426,
1584756,1,0,100424,
1585906,1,0,,UNASSIGN
1586811,1,0,100429,
1586946,1,0,100429,
1587066,1,0,100425,
1587846,1,0,102505,UNASSIGN
1587861,1,0,100429,
1588616,1,0,,UNASSIGN
1589216,1,0,,103284
1589241,1,0,100429,
1590006,1,0,,UNASSIGN
1590136,1,0,,UNASSIGN
1590911,1,0,100429,
1591731,1,0,100429,
1592455,1,0,100429,
1593001,1,0,100429,
1593287,1,0,107950,
1595431,1,0,100823,
1595827,1,0,100426,
1598101,1,0,100425,
1598717,1,0,100429,
1599701,1,0,100426,
1600821,1,0,100426,
1604931,1,0,100429,
1606081,1,0,100424,
1608861,1,0,107950,
1610447,1,0,100429,
1613201,1,0,102505,
1614581,1,0,100429,
1616471,1,0,100429,
1617431,1,0,,UNASSIGN
1617931,1,0,,UNASSIGN
1619261,1,0,,UNASSIGN
1619331,1,0,,UNASSIGN
1619871,1,0,104475,UNASSIGN
1619971,1,0,,UNASSIGN
1620221,1,0,,UNASSIGN
1620511,1,0,100429,
1620721,1,0,,UNASSIGN
1622201,1,0,,UNASSIGN
1622301,1,0,,UNASSIGN
1623641,1,0,,UNASSIGN
1623731,1,0,100822,
1623741,1,0,100822,
1624701,1,0,,UNASSIGN
1627111,1,0,,UNASSIGN
1627711,1,0,,UNASSIGN
1628301,1,0,,UNASSIGN
1630661,1,0,,UNASSIGN
1631331,1,0,,UNASSIGN
5001439,1,0,100822,
5001629,1,0,100822,
5001651,1,0,,103294
5001667,1,0,100822,
5001744,1,0,100822,
5002026,1,0,100822,
5003232,1,0,103974,
5005199,1,0,103974,
5005228,1,0,100822,
5005554,1,0,103974,
5006117,1,0,103974,
5006336,1,0,103974,
5006874,1,0,103974,
5008210,1,0,103974,
5009933,1,0,103974,
5010216,1,0,100822,
5010305,1,0,100823,
5010498,1,0,103974,
5011980,1,0,103974,
5012358,1,0,103974,
5012838,1,0,100822,
5012929,1,0,100822,
5013249,1,0,100823,
5013298,1,0,,102873
5013419,1,0,103974,
5013526,1,0,100822,
5013842,1,0,100822,
