acct_no,product_id,sub_product_id,pri_terr,sec_terr
ST1504454,1,0,100429,
ST1508375,1,0,100429,
ST1510245,1,0,100424,
ST1512675,1,0,100424,
ST1513050,1,0,100424,
ST1514855,1,0,100822,
ST1516785,1,0,100424,
ST1516885,1,0,103974,
ST1517896,1,0,109000,
ST1518892,1,0,107570,
ST1520776,1,0,101325,
ST1521245,1,0,100424,
ST1521965,1,0,100429,
ST1523515,1,0,100424,
ST1524076,1,0,109000,
ST1524745,1,0,100429,
ST1526506,1,0,100426,
ST1526675,1,0,100424,
ST1526836,1,0,100424,
ST1526935,1,0,109000,
ST1529896,1,0,100424,
ST1532136,1,0,109000,
ST1534236,1,0,102525,
ST1534245,1,0,100424,
ST1534596,1,0,100424,
ST1535185,1,0,100429,
ST1535466,1,0,100822,
ST1537785,1,0,109000,
ST1537855,1,0,100424,
ST1539326,1,0,100424,
ST1539965,1,0,100429,
ST1541446,1,0,102505,
ST1542916,1,0,100429,
ST1543886,1,0,100429,
ST1545625,1,0,100424,
ST1548985,1,0,100429,
ST1549385,1,0,100822,
ST1549486,1,0,107950,
ST1551146,1,0,107950,
ST1552306,1,0,102505,
ST1553825,1,0,,103284
ST1553956,1,0,100425,
ST1557285,1,0,100429,
ST1558645,1,0,100424,
ST1558655,1,0,100429,
ST1560806,1,0,102524,
ST1562606,1,0,102505,
ST1564666,1,0,,UNASSIGN
ST1564796,1,0,,UNASSIGN
ST1564816,1,0,,UNASSIGN
ST1565566,1,0,100425,
ST1566325,1,0,100424,
ST1566696,1,0,,UNASSIGN
ST1567475,1,0,100429,
ST1568315,1,0,100429,
ST1568646,1,0,100432,
ST1569165,1,0,102505,
ST1571825,1,0,100432,
ST1572726,1,0,,UNASSIGN
ST1573136,1,0,,UNASSIGN
ST1574956,1,0,100429,
ST1575126,1,0,100424,
ST1575166,1,0,100424,
ST1579241,1,0,100426,
ST1579251,1,0,100426,
ST1579276,1,0,100426,
ST1579311,1,0,100426,
ST1579386,1,0,,UNASSIGN
ST1579451,1,0,100426,
ST1579591,1,0,103974,
ST1581475,1,0,100424,
ST1581941,1,0,100822,
ST1582185,1,0,100429,
ST1583786,1,0,,UNASSIGN
ST1583846,1,0,100425,
ST1583856,1,0,100429,
ST1584606,1,0,100426,
ST1584756,1,0,100424,
ST1585906,1,0,,UNASSIGN
ST1586811,1,0,100429,
ST1586946,1,0,100429,
ST1587066,1,0,100425,
ST1587846,1,0,102505,UNASSIGN
ST1587861,1,0,100429,
ST1588616,1,0,,UNASSIGN
ST1589216,1,0,,103284
ST1589241,1,0,100429,
ST1590006,1,0,,UNASSIGN
ST1590136,1,0,,UNASSIGN
ST1590911,1,0,100429,
ST1591731,1,0,100429,
ST1592455,1,0,100429,
ST1593001,1,0,100429,
ST1593287,1,0,107950,
ST1595431,1,0,100823,
ST1595827,1,0,100426,
ST1596087,1,0,109000,
ST1598101,1,0,100425,
ST1598717,1,0,100429,
ST1599701,1,0,100426,
ST1600821,1,0,100426,
ST1604931,1,0,100429,
ST1606081,1,0,100424,
ST1608861,1,0,107950,
ST1610447,1,0,100429,
ST1613201,1,0,102505,
ST1614581,1,0,100429,
ST1616471,1,0,100429,
ST1617431,1,0,,UNASSIGN
ST1617931,1,0,,UNASSIGN
ST1619261,1,0,,UNASSIGN
ST1619331,1,0,,UNASSIGN
ST1619871,1,0,104475,UNASSIGN
ST1619971,1,0,,UNASSIGN
ST1620221,1,0,,UNASSIGN
ST1620511,1,0,100429,
ST1620721,1,0,,UNASSIGN
ST1622201,1,0,,UNASSIGN
ST1622301,1,0,,UNASSIGN
ST1623641,1,0,,UNASSIGN
ST1623731,1,0,100822,
ST1623741,1,0,100822,
ST1624701,1,0,,UNASSIGN
ST1627111,1,0,,UNASSIGN
ST1627711,1,0,,UNASSIGN
ST1628301,1,0,,UNASSIGN
ST1630661,1,0,,UNASSIGN
ST1631331,1,0,,UNASSIGN
ST5001439,1,0,100822,
ST5001629,1,0,100822,
ST5001651,1,0,,103294
ST5001667,1,0,100822,
ST5001744,1,0,100822,
ST5002026,1,0,100822,
ST5003232,1,0,103974,
ST5005199,1,0,103974,
ST5005228,1,0,100822,
ST5005554,1,0,103974,
ST5006117,1,0,103974,
ST5006336,1,0,103974,
ST5006874,1,0,103974,
ST5008210,1,0,103974,
ST5009933,1,0,103974,
ST5010216,1,0,100822,
ST5010305,1,0,100823,
ST5010498,1,0,103974,
ST5011980,1,0,103974,
ST5012358,1,0,103974,
ST5012838,1,0,100822,
ST5012929,1,0,100822,
ST5013249,1,0,100823,
ST5013298,1,0,,102873
ST5013419,1,0,103974,
ST5013526,1,0,100822,
ST5013842,1,0,100822,
ST5013965,1,0,103974,
ST5014984,1,0,100823,
ST5015013,1,0,103974,
ST5015710,1,0,100822,
ST5015835,1,0,100822,
ST5016816,1,0,100823,
ST5017022,1,0,100823,
ST5017792,1,0,103974,
ST5017962,1,0,100429,
ST5020083,1,0,100424,
ST5020432,1,0,100822,
ST5020677,1,0,103974,
ST5020717,1,0,100822,
ST5022114,1,0,100429,
ST5022504,1,0,103974,
ST5023269,1,0,100424,
ST5023956,1,0,103974,
ST5024017,1,0,,102873
ST5024221,1,0,103974,
ST5025342,1,0,103974,
ST5025503,1,0,100823,
ST5028324,1,0,100429,
ST5029241,1,0,100822,
ST5031190,1,0,100429,
ST5032365,1,0,100822,
ST5033411,1,0,103974,
ST5034094,1,0,,103294
ST5034400,1,0,,102864
ST5034989,1,0,100822,
ST5035056,1,0,100823,
ST5035673,1,0,103974,
ST5036417,1,0,100823,
ST5037583,1,0,100822,
ST5038420,1,0,,103294
ST5038578,1,0,,102873
ST5038978,1,0,100822,
ST5039156,1,0,100822,
ST5042478,1,0,103974,
ST5043463,1,0,100823,
ST5047417,1,0,103974,
ST5047593,1,0,100822,
ST5048823,1,0,100823,
ST5066557,1,0,100823,
ST5070164,1,0,,103284
ST5070253,1,0,103974,
ST5071439,1,0,100822,
ST5071764,1,0,100823,
ST5074507,1,0,100429,
ST5075441,1,0,100823,
ST5075801,1,0,100823,
ST5075986,1,0,103974,
ST5076287,1,0,,102867
ST5083736,1,0,103974,
ST5086986,1,0,100429,
ST5088133,1,0,103974,
ST5090059,1,0,100822,
ST5090102,1,0,100822,
ST5090399,1,0,100822,
ST5090905,1,0,100823,
ST5091197,1,0,100429,
ST5091701,1,0,100822,
ST5093834,1,0,100424,
ST5096371,1,0,100429,
ST5100099,1,0,100823,
ST5100307,1,0,,103294
ST5100581,1,0,,103286
ST5100755,1,0,,103284
ST5100947,1,0,103974,
ST5101117,1,0,103974,
ST5101213,1,0,,102867
ST5101629,1,0,,102873
ST5101916,1,0,,103293
ST5101923,1,0,,102867
ST5102134,1,0,100429,
ST5102437,1,0,,102867
ST5102504,1,0,100823,
ST5102655,1,0,,103284
ST5102843,1,0,100823,
ST5103773,1,0,,102864
ST5104029,1,0,100429,
ST5104042,1,0,100429,
ST5104451,1,0,100429,
ST5105889,1,0,,103284
ST5106285,1,0,100823,
ST5107971,1,0,103974,
ST5108672,1,0,100424,
ST5109111,1,0,103974,
ST5109681,1,0,,103280
ST5120701,1,0,103974,
ST5125616,1,0,100823,
ST5125938,1,0,100823,
ST5137836,1,0,100429,
ST5147108,1,0,100424,
ST5154575,1,0,100429,
ST5156876,1,0,103974,
ST5159509,1,0,100429,
ST5159675,1,0,103974,
ST5159755,1,0,100823,
ST5162444,1,0,,102873
ST5162628,1,0,100823,
ST5167508,1,0,100429,
ST5172624,1,0,100424,
ST5177456,1,0,103974,
ST5180024,1,0,103974,
ST5184527,1,0,100424,
ST5189857,1,0,100822,
ST5190305,1,0,103974,
ST5192735,1,0,100823,
ST5197381,1,0,,102873
ST5203811,1,0,100429,
ST5204369,1,0,100822,
ST5209451,1,0,100429,
ST5211027,1,0,100429,
ST5226937,1,0,100429,
ST5234727,1,0,100424,
ST5236296,1,0,103974,
ST6028912,1,0,100823,
ST6181947,1,0,102364,
ST6660773,1,0,100429,
BI15311552,11,110003,,UNASSIGN
CP00359451,11,110002,100823,
CP01004944,11,110003,,UNASSIGN
CP01854268,11,110003,100822,
CP01872076,11,110003,100823,
109PGR,13,0,109000,
110GMK,13,0,100648,
111KXN,13,0,100648,
1130TT,13,0,109000,
1152RQ,13,0,107859,
118JJH,13,0,100335,
120Q4K,13,0,109000,
1221HP,13,0,109000,
137SGP,13,0,109000,
1591FB,13,0,107859,
CA085486,12,0,108064,
DI131J3D,5,0,100429,
RW115665,2,0,108136,
RW115705,2,0,108146,
ST1185TJ,1,0,107859,
ST126HVP,1,0,103974,
ST163JCB,1,0,109000,
ST1005386,1,0,100424,
ST1007876,1,0,100424,
ST1008185,1,0,100822,
ST1008327,1,0,100823,
ST1008450,1,0,100822,
ST1008737,1,0,109000,
ST1009037,1,0,100429,
ST1009093,1,0,100823,
ST1009191,1,0,100429,
ST1009253,1,0,100424,
ST1009345,1,0,100432,
ST1009397,1,0,100429,
ST1009680,1,0,100823,
ST1009751,1,0,100823,
ST1009826,1,0,100823,
ST1009886,1,0,109000,
ST1010142,1,0,100823,
ST1010286,1,0,100823,
ST1010487,1,0,100823,
ST1010790,1,0,100429,
ST1011515,1,0,100424,
ST1011950,1,0,100823,
ST1012697,1,0,100429,
ST1012985,1,0,100429,
ST1013481,1,0,100822,
ST1013726,1,0,100823,103280
ST1014780,1,0,100429,
ST1015061,1,0,100429,
ST1015197,1,0,100822,
ST1015464,1,0,100822,103289
ST1015642,1,0,100823,
ST1015727,1,0,100823,
ST1015949,1,0,100428,
ST1016237,1,0,100429,
ST1016328,1,0,100823,
ST1016474,1,0,100424,
ST1016825,1,0,103974,
ST1017009,1,0,100429,
ST1017156,1,0,100429,
ST1017295,1,0,100823,
ST1017431,1,0,100424,
ST1017643,1,0,103974,
ST1017751,1,0,100429,
ST1017826,1,0,100424,
ST1017984,1,0,100429,
ST1018126,1,0,100429,
ST1018348,1,0,100822,
ST1018572,1,0,100424,
ST1018770,1,0,103974,
ST1019292,1,0,103974,
ST1019439,1,0,100429,
ST1019703,1,0,100429,
ST1019830,1,0,103974,
ST1019936,1,0,100424,
ST1020167,1,0,100823,
ST1020613,1,0,100429,
ST1020688,1,0,100429,
ST1020899,1,0,100823,
ST1021461,1,0,100429,
ST1021763,1,0,100424,
ST1022209,1,0,100429,
ST1022812,1,0,100424,
ST1023202,1,0,100429,
ST1023305,1,0,100823,
ST1023529,1,0,100424,
ST1023725,1,0,103974,
ST1023821,1,0,108064,
ST1023978,1,0,100424,
ST1024270,1,0,100823,
ST1024457,1,0,100823,
ST1024863,1,0,100429,
ST1024885,1,0,103974,
ST1024891,1,0,103974,
ST1025035,1,0,103974,
ST1025043,1,0,103974,
ST1025058,1,0,103974,
ST1025286,1,0,100429,
ST1025386,1,0,100429,
ST1025609,1,0,100424,
ST1025955,1,0,103974,
ST1026131,1,0,100429,
ST1026567,1,0,103974,
ST1027123,1,0,103974,
ST1027311,1,0,100429,
ST1027672,1,0,100823,
ST1028188,1,0,100429,
ST1028446,1,0,100823,
ST1028676,1,0,108064,
ST1029271,1,0,100424,
ST1029632,1,0,100424,
ST1030129,1,0,100823,
ST1030235,1,0,100429,
ST1030459,1,0,100424,
ST1030798,1,0,100823,
ST1030946,1,0,103974,
ST1031031,1,0,100429,
ST1031292,1,0,100429,
ST1031319,1,0,100429,
ST1031541,1,0,100429,
ST1031634,1,0,100429,
ST1031806,1,0,100823,
ST1032058,1,0,100823,
ST1032215,1,0,100429,
ST1032565,1,0,100429,
ST1032695,1,0,100424,
ST1033112,1,0,103974,
ST1033459,1,0,100424,
ST1033614,1,0,100429,
ST1034052,1,0,100429,
ST1034421,1,0,100429,
ST1034581,1,0,100424,
ST1034912,1,0,100429,
ST1035520,1,0,100424,
ST1035938,1,0,100429,
ST1036263,1,0,100424,
ST1036805,1,0,100823,
ST1037055,1,0,100424,
ST1037860,1,0,100424,
ST1038092,1,0,100823,103280
ST1040010,1,0,100823,
ST1040810,1,0,100429,
ST1046090,1,0,100429,
ST1048570,1,0,100429,
ST1053140,1,0,100424,
ST1054030,1,0,100429,
ST1060370,1,0,100429,
ST1062800,1,0,100424,
ST1066480,1,0,107951,
ST1072690,1,0,107950,
ST1073900,1,0,100429,
ST1074130,1,0,100822,103294
ST1077760,1,0,100429,
ST1081930,1,0,100429,
ST1083010,1,0,100429,
ST1083501,1,0,100429,
ST1084980,1,0,100429,
ST1085341,1,0,100429,
ST1086401,1,0,100429,
ST1086900,1,0,100429,
ST1087640,1,0,100896,
ST1090771,1,0,102505,
ST1091081,1,0,100424,
ST1092011,1,0,100429,
ST1092651,1,0,100823,
ST1092901,1,0,100822,
ST1095491,1,0,100822,
ST1096280,1,0,100429,
ST1096530,1,0,100424,
ST1097920,1,0,100429,
ST1102161,1,0,103974,
ST1104351,1,0,100429,
ST1106260,1,0,100429,
ST1111400,1,0,103974,
ST1113550,1,0,100429,
ST1118670,1,0,103974,
ST1120000,1,0,100424,
ST1125640,1,0,100424,
ST1131960,1,0,100424,
ST1133100,1,0,100424,
ST1135010,1,0,103974,
ST1138310,1,0,100429,
ST1140470,1,0,100429,
ST1141540,1,0,100429,
ST1142070,1,0,100424,
ST1142630,1,0,100429,
ST1143020,1,0,100429,
ST1145130,1,0,100429,
ST1147670,1,0,100429,
ST1149910,1,0,100429,
ST1150370,1,0,100424,
ST1152400,1,0,100429,
ST1154720,1,0,100429,
ST1157180,1,0,100429,
ST1157600,1,0,100429,
ST1159630,1,0,100424,
ST1160200,1,0,100429,
ST1160570,1,0,100429,
ST1161480,1,0,100429,
ST1163340,1,0,100823,
ST1165400,1,0,100429,
ST1169120,1,0,103974,
ST1169800,1,0,100429,
ST1171820,1,0,100424,
ST1174630,1,0,100429,
ST1177150,1,0,100429,
ST1179360,1,0,100429,
ST1182860,1,0,100429,
ST1186400,1,0,100429,
ST1188400,1,0,100822,
ST1192210,1,0,103974,
ST1193970,1,0,100429,
ST1194850,1,0,100429,
ST1195350,1,0,100424,
ST1201660,1,0,100429,
ST1202030,1,0,100429,
ST1202471,1,0,103974,
ST1203001,1,0,100823,
ST1204901,1,0,100385,
ST1205501,1,0,100429,
ST1206450,1,0,100429,
ST1208811,1,0,100424,
ST1210481,1,0,100429,
ST1211681,1,0,107950,
ST1211961,1,0,100429,
ST1213150,1,0,100429,
ST1213671,1,0,100429,
ST1213921,1,0,100424,
ST1214160,1,0,100429,
ST1215480,1,0,100429,
ST1216420,1,0,100424,
ST1216740,1,0,100429,
ST1217851,1,0,100429,
ST1218774,1,0,100429,
ST1219920,1,0,100424,
ST1220894,1,0,100429,
ST1221304,1,0,100424,
ST1222590,1,0,100424,
ST1224070,1,0,103974,
ST1225074,1,0,100429,
ST1226034,1,0,100429,
ST1226484,1,0,100429,
ST1227110,1,0,100429,
ST1227914,1,0,103974,
ST1228461,1,0,100424,
ST1229504,1,0,103974,
ST1230150,1,0,100424,
ST1231150,1,0,100429,
ST1231361,1,0,100429,
ST1232260,1,0,100424,
ST1233281,1,0,100429,
ST1233811,1,0,100429,
ST1235171,1,0,100429,
ST1235381,1,0,100429,
ST1236154,1,0,100429,
ST1236774,1,0,100424,
ST1237874,1,0,100429,
ST1238381,1,0,100429,
ST1238741,1,0,100429,
ST1239611,1,0,100429,
ST1240581,1,0,100429,
ST1241181,1,0,100424,
ST1243054,1,0,100429,
ST1243874,1,0,103974,UNASSIGN
ST1245164,1,0,100424,
ST1246794,1,0,103974,
ST1247061,1,0,100429,
ST1248024,1,0,100424,
ST1250041,1,0,103974,
ST1251841,1,0,100429,
ST1252401,1,0,100429,
ST1253661,1,0,102505,
ST1254171,1,0,100429,
ST1255931,1,0,100424,
ST1256524,1,0,100429,
ST1257831,1,0,100429,
ST1259374,1,0,100429,
ST1260124,1,0,100429,
ST1260731,1,0,100429,
ST1261784,1,0,100429,
ST1264521,1,0,100424,
ST1266541,1,0,100424,
ST1266691,1,0,100429,
ST1267791,1,0,100424,
ST1268571,1,0,103974,
ST1269764,1,0,100429,
ST1271464,1,0,103974,
ST1272974,1,0,100429,
ST1273934,1,0,100429,
ST1274564,1,0,100429,
ST1276151,1,0,100429,
ST1277271,1,0,100429,
ST1279791,1,0,103974,
ST1281371,1,0,102525,
ST1282201,1,0,103974,
ST1282901,1,0,100429,
ST1285771,1,0,100429,
ST1287234,1,0,103974,
ST1287994,1,0,100429,
ST1288281,1,0,100429,
ST1291731,1,0,100424,
ST1295531,1,0,103974,
ST1296681,1,0,100429,
ST1304401,1,0,100429,
ST1305951,1,0,100823,
ST1307501,1,0,100424,
ST1311621,1,0,100429,
ST1312851,1,0,100429,
ST1314261,1,0,100429,
ST1315201,1,0,107950,
ST1316841,1,0,100424,
ST1321845,1,0,103974,
ST1324484,1,0,100429,
ST1325864,1,0,100429,
ST1327155,1,0,100429,
ST1327454,1,0,100424,
ST1330384,1,0,103974,
ST1331044,1,0,103974,
ST1336014,1,0,103974,
ST1339225,1,0,103262,
ST1342125,1,0,100424,
ST1347744,1,0,100429,
ST1348514,1,0,100429,
ST1349435,1,0,100429,
ST1350535,1,0,100385,
ST1351495,1,0,100424,
ST1354685,1,0,100424,
ST1358475,1,0,100429,
ST1362025,1,0,100424,
ST1366035,1,0,100424,
ST1368035,1,0,100424,
ST1370305,1,0,100429,
ST1371715,1,0,100429,
ST1373765,1,0,102505,
ST1375495,1,0,107950,
ST1377885,1,0,100429,
ST1379655,1,0,103974,
ST1381055,1,0,100429,
ST1383135,1,0,100429,
ST1386844,1,0,100429,
ST1390330,1,0,100424,
ST1393035,1,0,100429,
ST1395155,1,0,100429,
ST1395540,1,0,102525,
ST1395964,1,0,100424,
ST1396324,1,0,100429,
ST1398705,1,0,100424,
ST1400555,1,0,100424,
ST1400865,1,0,100429,
ST1401444,1,0,100424,
ST1402894,1,0,100424,
ST1404500,1,0,100429,
ST1406074,1,0,100429,
ST1407235,1,0,109000,
ST1408000,1,0,100429,
ST1409555,1,0,103974,
ST1410324,1,0,100429,
ST1412050,1,0,100429,
ST1414595,1,0,100429,
ST1415814,1,0,100429,
ST1416340,1,0,100424,
ST1417400,1,0,100429,
ST1418855,1,0,100429,
ST1419234,1,0,100424,
ST1420365,1,0,100429,
ST1420605,1,0,100424,
ST1423124,1,0,100429,
ST1424454,1,0,100429,
ST1426060,1,0,100429,
ST1431970,1,0,100429,
ST1433334,1,0,100424,
ST1435170,1,0,100429,
ST1436244,1,0,100424,
ST1439190,1,0,100429,
ST1440154,1,0,100429,
ST1444030,1,0,100429,
ST1445194,1,0,107950,
ST1445834,1,0,100424,
ST1448580,1,0,100424,
ST1449770,1,0,100429,
ST1450860,1,0,100424,
ST1451354,1,0,100429,
ST1454390,1,0,103974,
ST1456610,1,0,100426,
ST1459334,1,0,100424,
ST1460924,1,0,100429,
ST1463784,1,0,100424,
ST1468210,1,0,100429,
ST1469600,1,0,100429,
ST1470104,1,0,100429,
ST1470524,1,0,100429,
ST1473270,1,0,100424,
ST1474554,1,0,100429,
ST1477210,1,0,100429,
ST1478870,1,0,103974,
ST1481505,1,0,100424,
ST1482745,1,0,100429,
ST1483875,1,0,100424,
ST1485044,1,0,100424,
ST1486635,1,0,100429,
ST1487885,1,0,100424,
ST1489140,1,0,100424,
ST1491460,1,0,100424,
ST1493530,1,0,100424,
ST1495130,1,0,100429,
ST1496195,1,0,100429,
ST1497395,1,0,100425,
ST1498274,1,0,100424,
ST1499244,1,0,100424,
ST1501720,1,0,102505,
ST1504010,1,0,100429,
ST1505585,1,0,100429,
ST1510455,1,0,100424,
ST1516566,1,0,100424,
ST1517172,1,0,101327,
ST1518466,1,0,100424,
ST1521025,1,0,100429,
ST1521966,1,0,100424,
ST1524086,1,0,100424,
ST1526756,1,0,100424,
ST1527936,1,0,100424,
ST1533875,1,0,100424,
ST1534835,1,0,100429,
ST1537146,1,0,100429,
ST1539105,1,0,100429,
ST1540656,1,0,100425,
ST1544196,1,0,109000,
ST1549145,1,0,100429,
ST1550295,1,0,100823,
ST1552456,1,0,109000,
ST1558015,1,0,100424,
ST1559516,1,0,100424,
ST1563316,1,0,100429,
ST1568056,1,0,100432,
ST1568845,1,0,100429,
ST1573386,1,0,100424,
ST1576795,1,0,100432,
ST1579261,1,0,100426,
ST1579321,1,0,100426,
ST1580306,1,0,100429,
ST1583227,1,0,100426,
ST1584321,1,0,100424,
ST1585056,1,0,100429,
ST1587767,1,0,100429,
ST1588871,1,0,102505,
ST1591415,1,0,100424,
ST1592711,1,0,100429,
ST1593525,1,0,100429,
ST1597101,1,0,100424,
ST1599387,1,0,100429,
ST1602381,1,0,100429,
ST1609611,1,0,100429,
ST1614111,1,0,100429,
ST1618601,1,0,100426,
ST1622061,1,0,102524,UNASSIGN
ST5001628,1,0,100822,
ST5001722,1,0,103974,
ST5002127,1,0,100822,
ST5005278,1,0,103974,
ST5006141,1,0,103974,
ST5008107,1,0,100426,
ST5010200,1,0,100822,
ST5011757,1,0,100429,
ST5012468,1,0,100823,
ST5013102,1,0,100426,
ST5013707,1,0,100822,
ST5014767,1,0,103974,
ST5015589,1,0,100823,
ST5015869,1,0,100822,103300
ST5017312,1,0,100823,
ST5018018,1,0,100822,
ST5020641,1,0,100823,
ST5022484,1,0,100429,
ST5023412,1,0,103974,
ST5024787,1,0,103974,
ST5028912,1,0,100823,
ST5032312,1,0,100822,
ST5034363,1,0,100822,
ST5035368,1,0,100429,
ST5038572,1,0,103974,
ST5041515,1,0,100823,
ST5046499,1,0,100429,
ST5066021,1,0,100424,
ST5070520,1,0,100823,
ST5073624,1,0,100823,
ST5075627,1,0,103974,
ST5085686,1,0,100429,
ST5090023,1,0,103974,
ST5090354,1,0,103974,
ST5091532,1,0,100424,
ST5094383,1,0,100424,
ST5102128,1,0,103974,
ST5103951,1,0,100429,
ST5104092,1,0,100823,
ST5108376,1,0,100429,
ST5110380,1,0,103974,
ST5134003,1,0,103974,
ST5153115,1,0,103974,
ST5158203,1,0,103974,
ST5162292,1,0,100429,
ST5170020,1,0,103974,
ST5179664,1,0,100424,
ST5187228,1,0,103974,
ST5198888,1,0,103974,
ST5208094,1,0,100823,
ST5226576,1,0,100823,
ST5236765,1,0,100429,
ST6183847,1,0,108077,
103RV2,13,0,,UNASSIGN
112734,13,0,109000,106531
ST1008617,1,0,,102867
ST1009081,1,0,,102867
ST1009599,1,0,,103284
ST1009983,1,0,,102873
ST1010035,1,0,,102867
ST1010328,1,0,,102864
ST1010455,1,0,,103294
ST1010523,1,0,,102864
ST1010950,1,0,,102873
ST1011806,1,0,,103284
ST1012760,1,0,,102873
ST1013719,1,0,100823,103280
ST1014735,1,0,,103280
ST1015985,1,0,,102873
ST1016577,1,0,,102873
ST1017270,1,0,,103284
ST1017850,1,0,,103284
ST1018407,1,0,,102873
ST1018836,1,0,,102867
ST1019034,1,0,,102873
ST1019601,1,0,,103293
ST1021930,1,0,,103293
ST1024759,1,0,,102867
ST1025478,1,0,,102878
ST1028411,1,0,,103294
ST1029504,1,0,,102867
ST1035119,1,0,,102873
ST1058690,1,0,,103291
ST1074120,1,0,100822,103294
ST1088761,1,0,,103289
ST1122300,1,0,,102867
ST1162800,1,0,,103284
ST1201060,1,0,,102873
ST1210261,1,0,,103280
ST1225674,1,0,,102873
ST1260111,1,0,,103294
ST1275134,1,0,,102873
ST1284121,1,0,,102867
ST1309961,1,0,,102875
ST1371185,1,0,,102873
ST1416354,1,0,,103284
ST1427630,1,0,,103280
ST1500240,1,0,,102867
ST1551086,1,0,108280,107153
ST1564676,1,0,,UNASSIGN
ST1565476,1,0,,UNASSIGN
ST1572666,1,0,,UNASSIGN
ST1578396,1,0,,UNASSIGN
ST1584716,1,0,,UNASSIGN
ST1585946,1,0,,UNASSIGN
ST1589056,1,0,,UNASSIGN
ST1590106,1,0,,UNASSIGN
ST1617491,1,0,,UNASSIGN
ST1619121,1,0,,UNASSIGN
ST1619361,1,0,,UNASSIGN
ST1619911,1,0,,UNASSIGN
ST1620521,1,0,,UNASSIGN
ST1622281,1,0,,UNASSIGN
ST1623451,1,0,,UNASSIGN
ST1625821,1,0,,UNASSIGN
ST1627121,1,0,,UNASSIGN
ST1630631,1,0,,UNASSIGN
ST5001266,1,0,,102864
ST5024597,1,0,,102873
ST5036995,1,0,,102875
ST5039830,1,0,,102873
ST5092686,1,0,,103294
ST5100702,1,0,,103284
ST5101548,1,0,,103284
ST5101922,1,0,,102875
ST5102545,1,0,,102864
ST5105569,1,0,,103280
ST5109837,1,0,,102867
ST6182423,1,0,,103284
CP00975585,11,110003,,UNASSIGN
1493V5,13,0,109000,106531
ST5100810,1,0,100823,103280
